prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_disaster_emergency_fund_codes,prime_award_outlayed_amount_funded_by_COVID-19_supplementals,prime_award_obligated_amount_funded_by_COVID-19_supplementals,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_latest_action_date,prime_award_latest_action_date_fiscal_year,prime_award_period_of_performance_start_date,prime_award_period_of_performance_current_end_date,prime_award_period_of_performance_potential_end_date,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_award_object_classes_funding_this_award,prime_award_program_activities_funding_this_award,prime_awardee_duns,prime_awardee_uei,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_duns,prime_awardee_parent_uei,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_county_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_description,prime_award_project_title,prime_award_naics_code,prime_award_naics_description,prime_award_national_interest_action_code,prime_award_national_interest_action,subaward_type,subaward_fsrs_report_id,subaward_fsrs_report_year,subaward_fsrs_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount,usaspending_permalink,subaward_fsrs_report_last_modified_date
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001339159,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,,Tucson,AZ,Arizona,857566100,02,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,f2e89b75312c1ecb90729fd00edcd5d8,2017,12,4201532175,265477.00,2017-06-21,2017,826534286,"MICRO CRAFT, INC.",,,,USA,UNITED STATES,207 BIG SPRINGS AVE,TULLAHOMA,TN,Tennessee,373883390,04,,"For-Profit Organization,S Corporation",,TULLAHOMA,TN,Tennessee,373883390,04,USA,UNITED STATES,Time & Material,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2018-01-23 19:06:21+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F1TBPV,AFRL RWP,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001339159,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,,Tucson,AZ,Arizona,857566100,02,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,09b96a0c1fbd9bd31c6a6769d605ed7f,2018,8,4201727515,230976.00,2018-05-04,2018,787085901,"MORGAN ADVANCED CERAMICS, INC",M C,210207205,MORGAN ADVANCED MATERIALS PLC,USA,UNITED STATES,2425 WHIPPLE RD,HAYWARD,CA,California,945447807,13,,"For-Profit Organization,Manufacturer of Goods",,HAYWARD,CA,California,945447807,13,USA,UNITED STATES,Firm Fixed Price,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2018-09-27 16:43:27+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,"For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",AZ,Arizona,857569367,03,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,3969f7c16051e43a4663fc4a20da4d12,2021,10,4201463167,230580.00,2017-02-23,2017,080242612,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,,080198742,Fortive Corporation,USA,UNITED STATES,7073 W WILLIS RD STE 5002,CHANDLER,AZ,Arizona,852265166,01,,"For-Profit Organization,Limited Liability Company,Manufacturer of Goods",,CHANDLER,AZ,Arizona,852265111,07,USA,UNITED STATES,Explosive Cut Device.,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2021-11-16 13:35:00+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,,"15090 Tucson, AZ",AZ,Arizona,857569367,03,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,9cc566b9e1dd74484ffd626aba55c80e,2020,10,4201463167,230580.00,2017-02-23,2017,080242612,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,,080198742,Fortive Corporation,USA,UNITED STATES,7073 W WILLIS RD STE 5002,CHANDLER,AZ,Arizona,852265166,07,,"For-Profit Organization,Limited Liability Company,Manufacturer of Goods",,CHANDLER,AZ,Arizona,852265111,07,USA,UNITED STATES,Explosive Cut Device.,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2020-11-17 10:56:12+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F4FRQH,AFRL RQH         HIGH SPEED SYS DIV,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001339159,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,,Tucson,AZ,Arizona,857566100,02,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS; AMS:AAWS,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,39c95e9cbd4021984f1fc6bed0c7ca0d,2017,2,4201463167,230580.00,2017-02-22,2017,080242612,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,,080198742,Fortive Corporation,USA,UNITED STATES,7073 W WILLIS RD STE 5002,CHANDLER,AZ,Arizona,852265166,07,,"For-Profit Organization,Limited Liability Company,Manufacturer of Goods",,CHANDLER,AZ,Arizona,852265166,07,USA,UNITED STATES,Firm Fixed Price,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2017-03-30 15:36:30+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001339159,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,,Tucson,AZ,Arizona,857566100,02,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,8a060156205515e8ffdd6d97796735d6,2017,8,4201463579,229838.00,2017-02-23,2017,039119057,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,EBA&D,058509654,"ENSIGN-BICKFORD INDUSTRIES, INC.",USA,UNITED STATES,640 HOPMEADOW ST,SIMSBURY,CT,Connecticut,060702420,05,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,SIMSBURY,CT,Connecticut,060702420,05,USA,UNITED STATES,Firm Fixed Price,Brendan M Walsh,477826.00,Steven L Perkins,428276.00,Daniel  Link,326637.00,Gen O Defelice,301321.00,Doug  Peterczak,255159.00,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2017-09-27 14:39:26+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F1TBAX,AFRL RW,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001339159,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,,Tucson,AZ,Arizona,857566100,02,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,3113bab7e9e914995348650434b4ae6a,2019,3,4201655621,225291.00,2018-01-18,2018,603030065,"JANSEN'S AIRCRAFT SYSTEMS CONTROLS, INC.",JASC,,,USA,UNITED STATES,2303 W ALAMEDA DR,TEMPE,AZ,Arizona,852823102,05,,"For-Profit Organization,Manufacturer of Goods,Self-Certified Small Disadvantaged Business,Woman-Owned Business",,TEMPE,AZ,Arizona,852823102,05,USA,UNITED STATES,Cost Plus Fixed Fee,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2019-04-02 20:24:02+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,,"15090 Tucson, AZ",AZ,Arizona,857569367,03,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,9cc566b9e1dd74484ffd626aba55c80e,2020,10,4201778973,209036.00,2018-07-26,2018,364015917,"HERLEY INDUSTRIES, INC.",ULTRA ELECTRONICS HERLEY,349084822,ULTRA ELECTRONICS HOLDINGS PLC,USA,UNITED STATES,3061 INDUSTRY DR,LANCASTER,PA,Pennsylvania,176034025,16,,"For-Profit Organization,Foreign Owned and Located,Manufacturer of Goods",,LANCASTER,PA,Pennsylvania,176034025,16,USA,UNITED STATES,"NRE - Engineering, Receivers.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2020-11-17 10:56:12+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,"For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",AZ,Arizona,857569367,03,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,3969f7c16051e43a4663fc4a20da4d12,2021,10,4201778973,209036.00,2018-07-26,2018,364015917,"HERLEY INDUSTRIES, INC.",ULTRA ELECTRONICS HERLEY,349084822,ULTRA ELECTRONICS HOLDINGS PLC,USA,UNITED STATES,3061 INDUSTRY DR,LANCASTER,PA,Pennsylvania,176034025,16,,"For-Profit Organization,Foreign Owned and Located,Manufacturer of Goods",,LANCASTER,PA,Pennsylvania,176034025,16,USA,UNITED STATES,"NRE - Engineering, Receivers.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2021-11-16 13:35:00+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F1TBPV,AFRL RWP,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001339159,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,,Tucson,AZ,Arizona,857566100,02,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,459d9460224b00f59a0d5c8b430fda5d,2018,7,4201778973,209036.00,2018-07-25,2018,364015917,"HERLEY INDUSTRIES, INC.",ULTRA ELECTRONICS HERLEY,349084822,ULTRA ELECTRONICS HOLDINGS PLC,USA,UNITED STATES,3061 INDUSTRY DR,LANCASTER,PA,Pennsylvania,176034025,16,,"For-Profit Organization,Foreign Owned and Located,Manufacturer of Goods",,LANCASTER,PA,Pennsylvania,176034025,16,USA,UNITED STATES,Firm Fixed Price,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2018-08-29 14:49:02+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702.00,,,,2016-10-31,2017,2021-09-15,2021,2016-10-31,2022-03-31,2022-03-31,097,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,097,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F4FRQH,AFRL RQH         HIGH SPEED SYS DIV,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,001339159,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,03,,,Tucson,AZ,Arizona,857566100,02,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,8288f670d571716168cc410b943b5d04,2017,10,4201594687,203064.00,2017-10-02,2018,788104334,"EAGLEPICHER TECHNOLOGIES, LLC",,556869238,Vectra Co.,USA,UNITED STATES,C & PORTER ST,JOPLIN,MO,Missouri,64802,07,,"For-Profit Organization,Limited Liability Company,Manufacturer of Goods",,JOPLIN,MO,Missouri,648020047,07,USA,UNITED STATES,Firm Fixed Price,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2017-11-29 17:44:48+00
